sentence_id,entity_tag,entity_category,entity_src
Q305419_0,<entity1>,['Place of worship'],Basilica of Our Lady of Guadalupe
Q305419_0,<entity2>,['Place of worship'],Mexican
Q305419_1,<entity1>,['Place of worship'],Basilica of Our Lady of Guadalupe
Q305419_2,<entity1>,['Place of worship'],Basilica of Our Lady of Guadalupe
Q310549_0,<entity1>,['Musical work'],Mass
Q310549_1,<entity1>,['Musical work'],Mass
Q310549_2,<entity1>,['Musical work'],Mass
Q312491_0,<entity1>,['Person'],John Malalas
Q312491_1,<entity1>,['Person'],John Malalas
Q312491_2,<entity1>,['Person'],John Malalas
Q3133305_0,<entity1>,['Musical work'],String Quartet No. 21
Q3133305_1,<entity1>,['Musical work'],String Quartet No. 21
Q3133305_2,<entity1>,['Musical work'],String Quartet No. 21
Q31416_0,<entity1>,"['Place of worship', 'Landmark']",Antoniev Monastery
Q31416_1,<entity1>,"['Place of worship', 'Landmark']",Antoniev Monastery
Q31416_2,<entity1>,"['Place of worship', 'Landmark']",Antoniev Monastery
Q3206562_0,<entity1>,['Movie'],Slave Girl
Q3206562_1,<entity1>,['Movie'],Slave Girl
Q3206562_2,<entity1>,['Movie'],Slave Girl
Q3224451_0,<entity1>,['Artwork'],The Stationmaster
Q3224451_1,<entity1>,['Artwork'],The Stationmaster
Q3224451_2,<entity1>,['Artwork'],The Stationmaster
Q3233113_0,<entity1>,['Movie'],Warriors of Virtue
Q3233113_1,<entity1>,['Movie'],Warriors of Virtue
Q3233113_2,<entity1>,['Movie'],Warriors of Virtue
Q333280_1,<entity1>,['Musical work'],G
Q334199_0,<entity1>,['Place of worship'],Monastery of Saint-Paul-de-Mausole
Q334199_1,<entity1>,['Place of worship'],Monastery of Saint-Paul-de-Mausole
Q334199_2,<entity1>,['Place of worship'],Monastery of Saint-Paul-de-Mausole
Q3369166_0,<entity1>,['Movie'],"Can You Whistle, Johanna"
Q3369166_1,<entity1>,['Movie'],"Can You Whistle, Johanna"
Q3369166_2,<entity1>,['Movie'],Johanna
Q3369166_2,<entity2>,['Movie'],"Can You Whistle, Johanna"
Q347374_0,<entity1>,['Person'],Gustaf Adolf
Q347374_0,<entity2>,['Person'],Västerbotten
Q347374_1,<entity1>,['Person'],Gustaf Adolf
Q347374_1,<entity2>,['Person'],Västerbotten
Q347374_2,<entity1>,['Person'],Gustaf Adolf
Q347374_2,<entity2>,['Person'],Västerbotten
Q3485664_0,<entity1>,['Musical work'],Six Pieces for Piano
Q3485664_0,<entity2>,['Musical work'],Op
Q3485664_0,<entity3>,['Musical work'],118
Q3485664_1,<entity1>,['Musical work'],Six Pieces for Piano
Q3485664_1,<entity2>,['Musical work'],Op
Q3485664_1,<entity3>,['Musical work'],118
Q3485664_2,<entity1>,['Musical work'],Six Pieces for Piano
Q3485664_2,<entity2>,['Musical work'],Op
Q3485664_2,<entity3>,['Musical work'],118
Q3620148_0,<entity1>,['Place of worship'],Holy of Holies
Q3620148_1,<entity1>,['Place of worship'],Holy of Holies
Q3620148_2,<entity1>,['Place of worship'],of Holies
Q372907_1,<entity1>,['Musical work'],Violin Concerto
Q372907_2,<entity1>,['Musical work'],Violin Concerto
Q372907_2,<entity2>,['Musical work'],Tchaikovsky
Q3821338_0,<entity1>,['Movie'],Ballad of the Little Soldier
Q3821338_1,<entity1>,['Movie'],Ballad of the Little Soldier
Q3821338_2,<entity1>,['Movie'],Ballad of the Little Soldier
Q3925518_0,<entity1>,['Artwork'],Siena Cathedral Pulpit
Q3925518_1,<entity1>,['Artwork'],Siena Cathedral Pulpit
Q3925518_2,<entity1>,['Artwork'],Siena Cathedral Pulpit
Q4024504_0,<entity1>,"['Person', 'Fictional entity']",Uncle Henry
Q4024504_0,<entity2>,"['Person', 'Fictional entity']",L
Q4024504_0,<entity3>,"['Person', 'Fictional entity']",. Frank Baum
Q4024504_0,<entity4>,"['Person', 'Fictional entity']",Oz-series
Q4024504_1,<entity1>,"['Person', 'Fictional entity']",Uncle Henry
Q4024504_1,<entity2>,"['Person', 'Fictional entity']",L
Q4024504_1,<entity3>,"['Person', 'Fictional entity']",. Frank Baum
Q4024504_1,<entity4>,"['Person', 'Fictional entity']",Oz-series
Q4024504_2,<entity1>,"['Person', 'Fictional entity']",Uncle Henry
Q4024504_2,<entity2>,"['Person', 'Fictional entity']",L
Q4024504_2,<entity3>,"['Person', 'Fictional entity']",. Frank Baum
Q4024504_2,<entity4>,"['Person', 'Fictional entity']",Oz-series
Q40309_0,<entity1>,"['Artwork', 'Book']",Bible
Q40309_0,<entity2>,"['Artwork', 'Book']",Acts of the Apostles
Q40309_1,<entity1>,"['Artwork', 'Book']",Acts of the Apostles
Q40309_2,<entity1>,"['Artwork', 'Book']",Acts of the Apostles
Q403351_0,<entity1>,['Musical work'],String Quartet No. 2
Q403351_1,<entity1>,['Musical work'],String Quartet No. 2
Q41359_0,<entity1>,"['Artwork', 'Book']",Kurt Vonnegut
Q41359_0,<entity2>,"['Artwork', 'Book']",Cat's Cradle
Q41359_1,<entity1>,"['Artwork', 'Book']",Cat's Cradle
Q41359_2,<entity1>,"['Artwork', 'Book']",Cat's Cradle
Q4150068_0,<entity1>,['Artwork'],The Storm
Q4150068_0,<entity2>,['Artwork'],Alexander Ostrovsky
Q4150068_1,<entity1>,['Artwork'],The Storm
Q4150068_1,<entity2>,['Artwork'],Alexander Ostrovsky
Q4150068_2,<entity1>,['Artwork'],The Storm
Q4150068_2,<entity2>,['Artwork'],Alexander Ostrovsky
Q41663451_0,<entity1>,"['Artwork', 'Book']","The Long Way to a Small, Angry Planet"
Q41663451_1,<entity1>,"['Artwork', 'Book']","The Long Way to a Small, Angry Planet"
Q41663451_2,<entity1>,"['Artwork', 'Book']","The Long Way to a Small, Angry Planet"
Q4198639_0,<entity1>,['Landmark'],Izmaylovo Estate
Q4198639_1,<entity1>,['Landmark'],Izmaylovo Estate
Q4198639_2,<entity1>,['Landmark'],Izmaylovo Estate
Q4198639_2,<entity2>,['Landmark'],Russia
Q4201575_0,<entity1>,['Landmark'],Marx-Engels-Lenin Institute
Q4201575_0,<entity2>,['Landmark'],Marxism
Q4201575_0,<entity3>,['Landmark'],Soviet Union
Q4201575_1,<entity1>,['Landmark'],Marx-Engels-Lenin Institute
Q4201575_1,<entity2>,['Landmark'],Soviet Union
Q4201575_2,<entity1>,['Landmark'],Marx-Engels-Lenin Institute
Q42826001_0,<entity1>,['Artwork'],The Silent Death
Q42826001_1,<entity1>,['Artwork'],The Silent Death
Q42826001_2,<entity1>,['Artwork'],Volker Kutscher
Q42826001_2,<entity2>,['Artwork'],The Silent Death
Q4354348_0,<entity1>,"['Fictional entity', 'Person']",Tam Sventon
Q4354348_1,<entity1>,"['Fictional entity', 'Person']",Tam Sventon
Q4354348_2,<entity1>,"['Fictional entity', 'Person']",Tam Sventon
Q437869_0,<entity1>,['Person'],Evagrius Ponticus
Q437869_1,<entity1>,['Person'],Evagrius Ponticus
Q437869_2,<entity1>,['Person'],Evagrius Ponticus
Q43968_0,<entity1>,['Movie'],The Trapp Family
Q43968_1,<entity1>,['Movie'],The Trapp Family
Q43968_2,<entity1>,['Movie'],The Trapp Family
Q4406483_0,<entity1>,['Movie'],The Most Charming and Attractive
Q4406483_0,<entity2>,['Movie'],Gerald Bezhanov
Q4406483_1,<entity1>,['Movie'],The Most Charming and Attractive
Q4406483_2,<entity1>,['Movie'],The Most Charming and Attractive
Q4504846_0,<entity1>,['Landmark'],Saint Nicholas Church
Q4504846_0,<entity2>,['Landmark'],Lipno Island
Q4504846_1,<entity1>,['Landmark'],Saint Nicholas Church
Q4504846_1,<entity2>,['Landmark'],Lipno Island
Q4504846_2,<entity1>,['Landmark'],Saint Nicholas Church
Q4504846_2,<entity2>,['Landmark'],Lipno Island
Q469199_0,<entity1>,['Person'],Victorinus of Pettau
Q469199_0,<entity2>,['Person'],Christianity
Q469199_1,<entity1>,['Person'],Victorinus of Pettau
Q469199_2,<entity1>,['Person'],Victorinus of Pettau
Q476529_0,<entity1>,['Place of worship'],Winchester Cathedral
Q476529_1,<entity1>,['Place of worship'],Winchester Cathedral
Q476529_2,<entity1>,['Place of worship'],Winchester Cathedral
Q476529_2,<entity2>,['Place of worship'],England
Q477752_0,<entity1>,['Fictional entity'],Rules of Acquisition
Q477752_1,<entity1>,['Fictional entity'],Ferengi Rule Book
Q477752_2,<entity1>,['Fictional entity'],of Acquisition
Q477752_2,<entity2>,['Fictional entity'],Rules of Acquisition
Q4880827_0,<entity1>,"['Artwork', 'Book']",Behind the Beautiful Forevers
Q4880827_1,<entity1>,"['Artwork', 'Book']",Behind the Beautiful Forevers
Q4880827_2,<entity1>,"['Artwork', 'Book']",Behind the Beautiful Forevers
Q4882997_0,<entity1>,['Person'],Belizean Creole
Q4882997_1,<entity1>,['Person'],Belizean Creole
Q4882997_2,<entity1>,['Person'],European
Q4882997_2,<entity2>,['Person'],Belizean Creole
Q502384_0,<entity1>,['Movie'],Gone in 60 Seconds
Q502384_1,<entity1>,['Movie'],Gone in 60 Seconds
Q502384_2,<entity1>,['Movie'],Gone in 60 Seconds
Q513229_0,<entity1>,['Person'],Thimo the Brave
Q513229_0,<entity2>,['Person'],Wettin
Q51664_0,<entity1>,['Person'],Jesus
Q51664_0,<entity2>,['Person'],Islam
Q51664_1,<entity1>,['Person'],Jesus
Q51664_1,<entity2>,['Person'],Islam
Q52316_0,<entity1>,['Fictional entity'],Rebel Alliance
Q52316_0,<entity2>,['Fictional entity'],Galactic Empire
Q52316_1,<entity1>,['Fictional entity'],Rebel Alliance
Q52316_2,<entity1>,['Fictional entity'],Rebel Alliance
Q52347_0,<entity1>,['Fictional entity'],Galactic Empire
Q52347_0,<entity2>,['Fictional entity'],Star Wars
Q52347_1,<entity1>,['Fictional entity'],Star Wars
Q52347_1,<entity2>,['Fictional entity'],Galactic Empire
Q5422772_0,<entity1>,['Artwork'],Gaza
Q5422772_1,<entity1>,['Artwork'],Eyeless in Gaza
Q5422772_2,<entity1>,['Artwork'],Gaza
Q547209_0,<entity1>,['Movie'],Silk Stockings
Q547209_1,<entity1>,['Movie'],Silk Stockings
Q547209_2,<entity1>,['Movie'],Silk Stockings
Q550346_0,<entity1>,['Landmark'],Cathedral of Saint Demetrius
Q550346_1,<entity1>,['Landmark'],Cathedral of Saint Demetrius
Q550346_2,<entity1>,['Landmark'],Cathedral of Saint Demetrius
Q5531958_0,<entity1>,['Book'],General Instruction of the Roman Missal
Q5531958_1,<entity1>,['Book'],General Instruction of the Roman Missal
Q5531958_1,<entity2>,['Book'],Mass
Q5531958_2,<entity1>,['Book'],General Instruction of the Roman Missal
Q5531958_2,<entity2>,['Book'],Roman Rite
Q56284270_0,<entity1>,['TV series'],My Lottery Dream Home
Q56284270_1,<entity1>,['TV series'],American
Q56284270_1,<entity2>,['TV series'],My Lottery Dream Home
Q56284270_2,<entity1>,['TV series'],My Lottery Dream Home
Q571559_0,<entity1>,['Person'],Rudolph
Q571559_0,<entity2>,['Person'],Lorraine
Q571559_1,<entity1>,['Person'],Rudolph
Q571559_1,<entity2>,['Person'],Lorraine
Q571559_2,<entity1>,['Person'],Rudolph
Q571559_2,<entity2>,['Person'],Lorraine
Q578262_0,<entity1>,['Musical work'],Scythian Suite
Q578262_1,<entity1>,['Musical work'],Scythian Suite
Q578262_2,<entity1>,['Musical work'],Scythian Suite
Q59242746_0,<entity1>,['TV series'],Motown Magic
Q59242746_0,<entity2>,['TV series'],Australian-American
Q59242746_1,<entity1>,['TV series'],Motown Magic
Q59242746_2,<entity1>,['TV series'],Motown Magic
Q59543_0,<entity1>,['Movie'],Son of the Bride
Q59543_1,<entity1>,['Movie'],Son of the Bride
Q59543_2,<entity1>,['Movie'],Son of the Bride
Q597114_0,<entity1>,['Artwork'],Death of the Virgin
Q602358_0,<entity1>,['Book'],Brockhaus and Efron Encyclopedic Dictionary
Q602358_1,<entity1>,['Book'],Brockhaus and Efron Encyclopedic Dictionary
Q602358_2,<entity1>,['Book'],Brockhaus and Efron Encyclopedic Dictionary
Q605249_0,<entity1>,"['Artwork', 'Book']",Do Androids Dream of Electric Sheep
Q605249_1,<entity1>,"['Artwork', 'Book']",Do Androids Dream of Electric Sheep
Q605249_2,<entity1>,"['Artwork', 'Book']",Do Androids
Q6099564_0,<entity1>,['TV series'],Ivor the Engine
Q6099564_1,<entity1>,['TV series'],Ivor the Engine
Q6099564_2,<entity1>,['TV series'],Ivor the Engine
Q623153_0,<entity1>,['Artwork'],Theses on Feuerbach
Q623153_1,<entity1>,['Artwork'],Theses on Feuerbach
Q623153_2,<entity1>,['Artwork'],Theses on Feuerbach
Q62401_0,<entity1>,['Person'],George
Q62401_0,<entity2>,['Person'],Oldenburg
Q62401_1,<entity1>,['Person'],George of
Q62401_1,<entity2>,['Person'],Oldenburg
Q62401_2,<entity1>,['Person'],George
Q62401_2,<entity2>,['Person'],Oldenburg
Q62483_0,<entity1>,['Person'],William
Q62483_0,<entity2>,['Person'],Jülich-Cleves-Berg
Q62483_1,<entity1>,['Person'],William
Q62483_1,<entity2>,['Person'],Jülich-Cleves-Berg
Q62483_2,<entity1>,['Person'],William
Q62483_2,<entity2>,['Person'],Jülich-Cleves-Berg
Q62483_2,<entity3>,['Person'],Jülich-Cleves-Berg
Q6316745_0,<entity1>,"['Person', 'Fictional entity']",Fairy Godmother
Q6316745_0,<entity2>,"['Person', 'Fictional entity']",Shrek
Q6316745_1,<entity1>,"['Person', 'Fictional entity']",Fairy Godmother
Q6316745_1,<entity2>,"['Person', 'Fictional entity']",Shrek
Q6316745_2,<entity1>,"['Person', 'Fictional entity']",Fairy Godmother
Q6316745_2,<entity2>,"['Person', 'Fictional entity']",Shrek
Q634325_0,<entity1>,['Movie'],The Rare Breed
Q634325_1,<entity1>,['Movie'],The Rare Breed
Q634325_2,<entity1>,['Movie'],The Rare Breed
Q639184_0,<entity1>,['Fictional entity'],Seven Dwarfs
Q639184_1,<entity1>,['Fictional entity'],Seven Dwarfs
Q639184_1,<entity2>,['Fictional entity'],Snow White
Q639184_2,<entity1>,['Fictional entity'],Snow White
Q639184_2,<entity2>,['Fictional entity'],Seven Dwarfs
Q652046_0,<entity1>,['Place of worship'],Muhammad Ali Mosque
Q652046_1,<entity1>,['Place of worship'],Muhammad Ali Mosque
Q652046_2,<entity1>,['Place of worship'],Muhammad Ali Mosque
Q6553565_0,<entity1>,['Musical work'],Trumpet Concerto
Q6553565_1,<entity1>,['Musical work'],Trumpet Concerto
Q6553565_2,<entity1>,['Musical work'],Trumpet Concerto
Q664500_0,<entity1>,['Musical work'],Arnold Schoenberg
Q664500_0,<entity2>,['Musical work'],A Survivor from Warsaw
Q664500_1,<entity1>,['Musical work'],A Survivor from Warsaw
Q664500_2,<entity1>,['Musical work'],A Survivor from Warsaw
Q669358_0,<entity1>,['Musical work'],Beethoven
Q669358_0,<entity2>,['Musical work'],Violin Sonata No. 5
Q669358_1,<entity1>,['Musical work'],Violin Sonata No. 5
Q669358_2,<entity1>,['Musical work'],Beethoven
Q669358_2,<entity2>,['Musical work'],Violin Sonata No. 5
Q6705257_0,<entity1>,"['Artwork', 'Book']","Lust, Caution"
Q6705257_1,<entity1>,"['Artwork', 'Book']","Lust, Caution"
Q687629_0,<entity1>,['Landmark'],Batu Caves
Q687629_1,<entity1>,['Landmark'],Batu Caves
Q687629_2,<entity1>,['Landmark'],Batu Caves
Q687629_2,<entity2>,['Landmark'],Malaysia
Q688919_0,<entity1>,['Artwork'],The Visit
Q688919_1,<entity1>,['Artwork'],The Visit
Q688919_2,<entity1>,['Artwork'],The Visit
Q6945559_0,<entity1>,"['Movie', 'TV series']",My Ghost Story
Q6945559_1,<entity1>,"['Movie', 'TV series']",My Ghost Story
Q6945559_2,<entity1>,"['Movie', 'TV series']",My Ghost Story
Q699448_0,<entity1>,"['Landmark', 'Artwork']",Monument to the Battle of the Nations
Q699448_1,<entity1>,"['Landmark', 'Artwork']",Monument to the Battle of the Nations
Q699448_1,<entity2>,"['Landmark', 'Artwork']",Germany
Q699448_2,<entity1>,"['Landmark', 'Artwork']",Monument to the Battle of the Nations
Q704973_0,<entity1>,['Person'],Theodoros II Palaiologos
Q704973_1,<entity1>,['Person'],Theodoros II Palaiologos
Q704973_1,<entity2>,['Person'],Morea
Q704973_2,<entity1>,['Person'],Theodoros II Palaiologos
Q7203254_0,<entity1>,['Book'],Player's Handbook
Q7203254_0,<entity2>,['Book'],Dungeons & Dragons
Q7203254_1,<entity1>,['Book'],Player's Handbook
Q7203254_2,<entity1>,['Book'],Player's Handbook
Q7203254_2,<entity2>,['Book'],D&D
Q720984_0,<entity1>,['Person'],Theodotus
Q720984_0,<entity2>,['Person'],Byzantium
Q720984_1,<entity1>,['Person'],Theodotus
Q720984_1,<entity2>,['Person'],Byzantium
Q720984_2,<entity1>,['Person'],Theodotus of Byzantium
Q7231687_0,<entity1>,['Artwork'],Porterhouse Blue
Q7231687_1,<entity1>,['Artwork'],Porterhouse Blue
Q7231687_2,<entity1>,['Artwork'],Porterhouse Blue
Q732949_0,<entity1>,['Musical work'],Songs Without Words
Q732949_1,<entity1>,['Musical work'],Songs Without Words
Q732949_2,<entity1>,['Musical work'],Songs Without Words
Q735263_0,<entity1>,['TV series'],The Busy World
Q735263_0,<entity2>,['TV series'],Richard Scarry
Q735263_1,<entity1>,['TV series'],The Busy World of
Q735263_1,<entity2>,['TV series'],Richard Scarry
Q735263_2,<entity1>,['TV series'],The Busy World of
Q735263_2,<entity2>,['TV series'],Richard Scarry
Q7448655_0,<entity1>,['TV series'],Selling Hitler
Q7448655_1,<entity1>,['TV series'],Selling Hitler
Q7448655_2,<entity1>,['TV series'],Selling Hitler
Q746666_0,<entity1>,['Musical work'],Ring a Ring o' Roses
Q746666_1,<entity1>,['Musical work'],Ring a Ring o' Roses
Q746666_2,<entity1>,['Musical work'],Ring a Ring o' Roses
Q748125_0,<entity1>,['Book'],Asterix
Q748125_0,<entity2>,['Book'],Switzerland
Q748125_1,<entity1>,['Book'],Asterix
Q748125_1,<entity2>,['Book'],Switzerland
Q748125_2,<entity1>,['Book'],Asterix
Q748125_2,<entity2>,['Book'],Switzerland
Q76210_0,<entity1>,['Book'],The Blue Lotus
Q76210_1,<entity1>,['Book'],The Blue Lotus
Q76210_2,<entity1>,['Book'],The Blue Lotus
Q764962_0,<entity1>,['Movie'],Somebody Up There Likes Me
Q764962_1,<entity1>,['Movie'],Somebody Up There Likes Me
Q764962_2,<entity1>,['Movie'],Somebody Up There Likes Me
Q7719237_0,<entity1>,"['Artwork', 'Book']",The Book of Hours
Q7719237_1,<entity1>,"['Artwork', 'Book']",The Book of Hours
Q7719237_2,<entity1>,"['Artwork', 'Book']",The Book of Hours
Q7734430_0,<entity1>,"['Movie', 'TV series']",The Flight That Fought Back
Q7734430_1,<entity1>,"['Movie', 'TV series']",The Flight That Fought Back
Q7734430_2,<entity1>,"['Movie', 'TV series']",The Flight That Fought Back
Q781942_0,<entity1>,['TV series'],The Trials of Life
Q781942_1,<entity1>,['TV series'],The Trials of Life
Q781942_2,<entity1>,['TV series'],The Trials of Life
Q795118_0,<entity1>,"['Book series', 'TV series']",Terra for Mars
Q795118_1,<entity1>,"['Book series', 'TV series']",Terra for Mars
Q795118_2,<entity1>,"['Book series', 'TV series']",Terra for Mars
Q8028218_0,<entity1>,['Movie'],Without Consent
Q8028218_1,<entity1>,['Movie'],Without Consent
Q8028218_2,<entity1>,['Movie'],Without Consent
Q8036410_0,<entity1>,['TV series'],World War 1 in Colour
Q8036410_1,<entity1>,['TV series'],World War 1 in Colour
Q8036410_2,<entity1>,['TV series'],World War 1
Q80683677_0,<entity1>,['TV series'],Diary of a Future President
Q80683677_1,<entity1>,['TV series'],Diary of a Future President
Q80683677_2,<entity1>,['TV series'],Diary of a Future President
Q826495_0,<entity1>,"['Movie', 'TV series']",The Curse of King Tut's Tomb
Q826495_1,<entity1>,"['Movie', 'TV series']",The Curse of King Tut's Tomb
Q826495_2,<entity1>,"['Movie', 'TV series']",The Curse of King Tut's Tomb
Q848397_0,<entity1>,"['Landmark', 'Artwork']",Maiden's Tower
Q848397_0,<entity2>,"['Landmark', 'Artwork']",Bosphorus
Q848397_1,<entity1>,"['Landmark', 'Artwork']",Maiden's Tower
Q848397_2,<entity1>,"['Landmark', 'Artwork']",Maiden's Tower
Q848397_2,<entity2>,"['Landmark', 'Artwork']",Bosphorus
Q852032_0,<entity1>,['Place of worship'],Burana Tower
Q852032_1,<entity1>,['Place of worship'],Burana Tower
Q852032_2,<entity1>,['Place of worship'],Burana Tower
Q853847_0,<entity1>,"['Fictional entity', 'Person']",Tinker Bell
Q853847_1,<entity1>,"['Fictional entity', 'Person']",Tinker Bell
Q853847_2,<entity1>,"['Fictional entity', 'Person']",Tinker Bell
Q887438_0,<entity1>,['Person'],Dmitry Shcherbachev
Q887438_1,<entity1>,['Person'],Dmitry Shcherbachev
Q887438_2,<entity1>,['Person'],Dmitry Shcherbachev
Q888136_0,<entity1>,['Movie'],The Tale of the Princess Kaguya
Q888136_0,<entity2>,['Movie'],Japanese
Q888136_1,<entity1>,['Movie'],The Tale of the Princess Kaguya
Q888136_2,<entity1>,['Movie'],The Tale of the Princess Kaguya
Q896699_0,<entity1>,['Place of worship'],Kamp Abbey
Q896699_1,<entity1>,['Place of worship'],Kamp Abbey
Q896699_2,<entity1>,['Place of worship'],Kamp Abbey
Q896891_0,<entity1>,['TV series'],The Ray Bradbury Theater
Q896891_1,<entity1>,['TV series'],The Ray Bradbury Theater
Q896891_2,<entity1>,['TV series'],The Ray Bradbury Theater
Q911720_0,<entity1>,['Place of worship'],Yeni Eminönü Mosque
Q911720_1,<entity1>,['Place of worship'],Yeni Eminönü Mosque
Q911720_2,<entity1>,['Place of worship'],Yeni Eminönü Mosque
Q915851_0,<entity1>,['Place of worship'],Lal Masjid
Q915851_1,<entity1>,['Place of worship'],Lal Masjid
Q915851_1,<entity2>,['Place of worship'],Pakistan
Q915851_2,<entity1>,['Place of worship'],Lal Masjid
Q924424_0,<entity1>,['Artwork'],Discourses on Livy
Q924424_1,<entity1>,['Artwork'],Discourses on Livy
Q931519_0,<entity1>,['Fictional entity'],Battle of the Pelennor Fields
Q931519_1,<entity1>,['Fictional entity'],Battle of the Pelennor Fields
Q931519_2,<entity1>,['Fictional entity'],Battle of the Pelennor Fields
Q931519_2,<entity2>,['Fictional entity'],Middle-earth
Q947641_0,<entity1>,['Person'],Prince
Q947641_0,<entity2>,['Person'],George
Q947641_0,<entity3>,['Person'],Yugoslavia
Q947641_1,<entity1>,['Person'],George
Q947641_1,<entity2>,['Person'],Yugoslavia
Q947641_2,<entity1>,['Person'],Prince George
Q947641_2,<entity2>,['Person'],Yugoslavia
Q948372_0,<entity1>,"['Artwork', 'Book']",Ursula K. Le Guin
Q948372_0,<entity2>,"['Artwork', 'Book']",City of Illusions
Q948372_1,<entity1>,"['Artwork', 'Book']",City of Illusions
Q948372_2,<entity1>,"['Artwork', 'Book']",City of Illusions
Q949916_0,<entity1>,"['Fictional entity', 'Person']",Yogi Bear
Q949916_1,<entity1>,"['Fictional entity', 'Person']",Yogi Bear
Q949916_2,<entity1>,"['Fictional entity', 'Person']",Yogi Bear
Q953395_0,<entity1>,['Food'],Manuka
Q953395_1,<entity1>,['Food'],Manuka
Q953395_2,<entity1>,['Food'],Manuka
Q962445_0,<entity1>,['Landmark'],Patriarch Ponds
Q962445_2,<entity1>,['Landmark'],Patriarch Ponds
Q981135_0,<entity1>,['TV series'],Tarzan: The Epic Adventures
Q981135_1,<entity1>,['TV series'],Tarzan
Q981135_1,<entity2>,['TV series'],Tarzan: The Epic Adventures
Q981135_2,<entity1>,['TV series'],Tarzan: The Epic Adventures
Q99954618_0,<entity1>,['TV series'],Dead Mountain
Q99954618_1,<entity1>,['TV series'],Dead Mountain
Q99954618_2,<entity1>,['TV series'],Dead Mountain
