sentence_id,entity_tag,entity_category,entity_src,entity_translated
Q23296514_1,<entity1>,['Place of worship'],Wat Sam Phran,Wat Sam Phran
Q23296514_2,<entity1>,['Place of worship'],Wat Sam Phran,Wat Sam Phran
Q233562_0,<entity1>,['Artwork'],The Wealth of Nations,Der Wohlstand der Nationen
Q233562_1,<entity1>,['Artwork'],The Wealth of Nations,Der Wohlstand der Nationen
Q233562_2,<entity1>,['Artwork'],The Wealth of Nations,Der Wohlstand der Nationen
Q238539_0,<entity1>,['Person'],Fawzia Fuad,Fausia Fuad
Q238539_1,<entity1>,['Person'],Fawzia Fuad,Fausia Fuad
Q238539_2,<entity1>,['Person'],Fawzia Fuad,Fausia Fuad
Q2404788_1,<entity1>,['Fictional entity'],Seamus O'Hara,Seamus O'Hara
Q2404788_1,<entity2>,['Fictional entity'],Disney,Disney
Q2414756_0,<entity1>,"['Artwork', 'Book']",The Last Wish,Der letzte Wunsch
Q2414756_1,<entity1>,"['Artwork', 'Book']",The Last Wish,Der letzte Wunsch
Q2414756_2,<entity1>,"['Artwork', 'Book']",The Last Wish,Der letzte Wunsch
Q2415527_0,<entity1>,['Person'],Adelaide,Adelheid
Q2415527_0,<entity2>,['Person'],Normandy,Normandie
Q2415527_1,<entity1>,['Person'],Adelaide,Adelheid
Q2415527_1,<entity2>,['Person'],Normandy,Normandie
Q2415527_2,<entity1>,['Person'],Adelaide,Adelheid
Q2415527_2,<entity2>,['Person'],Normandy,Normandie
Q242270_0,<entity1>,['Person'],Hecataeus,Hekataios
Q242270_0,<entity2>,['Person'],Miletus,Milet
Q242270_1,<entity1>,['Person'],Hecataeus,Hekataios
Q242270_1,<entity2>,['Person'],Miletus,Milet
Q242270_2,<entity1>,['Person'],Hecataeus,Hekataios
Q242270_2,<entity2>,['Person'],Miletus,Milet
Q2454607_0,<entity1>,['Place of worship'],Bradford Cathedral,Kathedrale von Bradford
Q2454607_0,<entity2>,['Place of worship'],West Yorkshire,West Yorkshire
Q2454607_0,<entity3>,['Place of worship'],England,England
Q2454607_1,<entity1>,['Place of worship'],Bradford Cathedral,Kathedrale von Bradford
Q2454607_2,<entity1>,['Place of worship'],Bradford Cathedral,Kathedrale von Bradford
Q246487_0,<entity1>,['Musical work'],Symphony No. 6,Sinfonie Nr. 6
Q246487_1,<entity1>,['Musical work'],Symphony No. 6,Sinfonie Nr. 6
Q246487_2,<entity1>,['Musical work'],Symphony No. 6,Sinfonie Nr. 6
Q2479670_0,<entity1>,['Fictional entity'],Bleeding Gums Murphy,Zahnfleischbluter Murphy
Q2479670_0,<entity2>,['Fictional entity'],The Simpsons,Die Simpsons
Q2479670_1,<entity1>,['Fictional entity'],Bleeding Gums Murphy,Zahnfleischbluter Murphy
Q2479670_2,<entity1>,['Fictional entity'],Bleeding Gums Murphy,Zahnfleischbluter Murphy
Q2585441_0,<entity1>,['Book'],We Wish to Inform You That Tomorrow We Will,"Wir möchten Ihnen mitteilen, dass wir morgen"
Q2585441_1,<entity1>,['Book'],We Wish to Inform You That,"Wir möchten Ihnen mitteilen, dass"
Q2585441_2,<entity1>,['Book'],We Wish to Inform You That,"Wir möchten Ihnen mitteilen, dass"
Q259971_0,<entity1>,['Place of worship'],Andechs Abbey,Kloster Andechs
Q259971_1,<entity1>,['Place of worship'],Andechs Abbey,Kloster Andechs
Q259971_2,<entity1>,['Place of worship'],Andechs Abbey,Kloster Andechs
Q2605100_0,<entity1>,['Landmark'],Church of St. Martin the Confessor,Kirche des Heiligen Martin des Bekenners
Q2605100_0,<entity2>,['Landmark'],Moscow,Moskau
Q2605100_1,<entity1>,['Landmark'],Church of St. Martin the Confessor,Kirche des Heiligen Martin des Bekenners
Q2605100_1,<entity2>,['Landmark'],Moscow,Moskau
Q2605100_2,<entity1>,['Landmark'],Church of St. Martin the Confessor,Kirche des Heiligen Martin des Bekenners
Q2605100_2,<entity2>,['Landmark'],Moscow,Moskau
Q260988_0,<entity1>,['Musical work'],Symphony No. 7,Sinfonie Nr. 7
Q260988_1,<entity1>,['Musical work'],Symphony No. 7,Sinfonie Nr. 7
Q260988_1,<entity2>,['Musical work'],Bruckner,Bruckner
Q260988_2,<entity1>,['Musical work'],Symphony No. 7,Sinfonie Nr. 7
Q2612052_0,<entity1>,['Musical work'],String Quartet No. 3,Streichquartett Nr. 3
Q2612052_1,<entity1>,['Musical work'],String Quartet No. 3,Streichquartett Nr. 3
Q2612052_2,<entity1>,['Musical work'],String Quartet No. 3,Streichquartett Nr. 3
Q2617763_0,<entity1>,['Fictional entity'],Spacing Guild,Raumgilde
Q2617763_0,<entity2>,['Fictional entity'],Dune,Dune
Q2617763_1,<entity1>,['Fictional entity'],Spacing Guild,Raumgilde
Q2617763_1,<entity2>,['Fictional entity'],Dune,Dune
Q2617763_2,<entity1>,['Fictional entity'],Spacing Guild,Raumgilde
Q2634129_0,<entity1>,"['Artwork', 'Book']",The Scarlet Plague,Die scharlachrote Pest
Q2634129_1,<entity1>,"['Artwork', 'Book']",The Scarlet Plague,Die scharlachrote Pest
Q2634129_2,<entity1>,"['Artwork', 'Book']",The Scarlet Plague,Die scharlachrote Pest
Q2638238_2,<entity1>,['Landmark'],Vyborg,Wiborg
Q2638238_2,<entity2>,['Landmark'],station,Bahnhof
Q2657392_0,<entity1>,"['Artwork', 'Book']",The Hand of Oberon,Die Hand Oberons
Q2657392_1,<entity1>,"['Artwork', 'Book']",The Hand of Oberon,Die Hand Oberons
Q2657392_2,<entity1>,"['Artwork', 'Book']",The Hand of Oberon,Die Hand Oberons
Q2663347_0,<entity1>,['Musical work'],"White Army, Black Baron","Weiße Armee, schwarzer Baron"
Q2663347_1,<entity1>,['Musical work'],White Army,Weiße Armee
Q2663347_1,<entity2>,['Musical work'],Black Baron,Schwarzer Baron
Q2663347_2,<entity1>,['Musical work'],White Army,Weiße Armee
Q2663347_2,<entity2>,['Musical work'],Black Baron,Schwarzer Baron
Q2691931_0,<entity1>,['Movie'],Twice in a Lifetime,Zweimal im Leben
Q2691931_1,<entity1>,['Movie'],Twice in a Lifetime,Zweimal im Leben
Q2691931_2,<entity1>,['Movie'],Twice in a Lifetime,Zweimal im Leben
Q2712995_0,<entity1>,['Artwork'],Time to Live,Zeit zu leben
Q2712995_0,<entity2>,['Artwork'],Time to Die,Zeit zu sterben
Q2712995_1,<entity1>,['Artwork'],Time to Live and,Zeit zu leben und
Q2712995_1,<entity2>,['Artwork'],Time to Die,Zeit zu sterben
Q2712995_2,<entity1>,['Artwork'],Time to Live,Zeit zu leben
Q2712995_2,<entity2>,['Artwork'],Time to Die,Zeit zu sterben
Q2715152_0,<entity1>,['Artwork'],The Parnassus,Der Parnass
Q2715152_1,<entity1>,['Artwork'],The Parnassus,Der Parnass
Q2715152_2,<entity1>,['Artwork'],The Parnassus,Der Parnass
Q2719978_0,<entity1>,['Movie'],Pennies from Heaven,Tanz in den Wolken
Q2719978_1,<entity1>,['Movie'],Pennies from Heaven,Tanz in den Wolken
Q2719978_2,<entity1>,['Movie'],Pennies from Heaven,Tanz in den Wolken
Q272781_0,<entity1>,['Place of worship'],Jerónimos Monastery,Hieronymuskloster
Q272781_1,<entity1>,['Place of worship'],Jerónimos Monastery,Hieronymuskloster
Q272781_2,<entity1>,['Place of worship'],Jerónimos Monastery,Hieronymuskloster
Q272781_2,<entity2>,['Place of worship'],Lisbon,Lissabon
Q2739228_0,<entity1>,"['Person', 'Fictional entity']",Snow White and the Seven Dwarfs,Schneewittchen und die sieben Zwerge
Q2739228_1,<entity1>,"['Person', 'Fictional entity']",Disney,Disney
Q2739228_1,<entity2>,"['Person', 'Fictional entity']",Snow White,Schneewittchen
Q2739228_2,<entity1>,"['Person', 'Fictional entity']",Snow White,Schneewittchen
Q276569_0,<entity1>,['Place of worship'],Quba Mosque,Qubā'-Moschee
Q276569_1,<entity1>,['Place of worship'],Quba Mosque,Qubā'-Moschee
Q276569_2,<entity1>,['Place of worship'],Quba Mosque,Qubā'-Moschee
Q2820278_0,<entity1>,['Place of worship'],Ardèche,Ardèche
Q2820278_0,<entity2>,['Place of worship'],France,Frankreich
Q2820278_0,<entity3>,['Place of worship'],Our Lady of the Snows,Unsere Liebe Frau vom Schnee
Q2820278_1,<entity1>,['Place of worship'],Our Lady of the Snows,Unsere Liebe Frau vom Schnee
Q2820278_2,<entity1>,['Place of worship'],Our Lady of the Snows,Unsere Liebe Frau vom Schnee
Q2820602_0,<entity1>,['Place of worship'],Mont Sainte-Odile Abbey,Kloster Odilienberg
Q2820602_1,<entity1>,['Place of worship'],Mont Sainte-Odile Abbey,Kloster Odilienberg
Q2820602_2,<entity1>,['Place of worship'],Mont Sainte-Odile Abbey,Kloster Odilienberg
Q2918397_0,<entity1>,['Movie'],The Bugs Bunny/,Bugs Bunny/
Q2918397_0,<entity2>,['Movie'],Road Runner Movie,Road Runner Film
Q2918397_1,<entity1>,['Movie'],The Bugs Bunny/,Bugs Bunny/
Q2918397_1,<entity2>,['Movie'],Road Runner Movie,Road Runner Film
Q2918397_2,<entity1>,['Movie'],The Bugs Bunny,Bugs Bunny
Q2918397_2,<entity2>,['Movie'],Road Runner Movie,Road Runner Film
Q303756_0,<entity1>,['Landmark'],Saint,Sankt
Q303756_0,<entity2>,['Landmark'],Sophia Cathedral,Sophienkathedrale
Q303756_0,<entity3>,['Landmark'],Novgorod,Nowgorod
Q303756_1,<entity1>,['Landmark'],Saint Sophia Cathedral,Sophienkathedrale
Q303756_1,<entity2>,['Landmark'],Novgorod,Nowgorod
Q303756_2,<entity1>,['Landmark'],Saint Sophia Cathedral,Sophienkathedrale
Q303756_2,<entity2>,['Landmark'],Novgorod,Nowgorod
Q305419_0,<entity1>,['Place of worship'],Basilica of Our Lady of Guadalupe,Basilika Unserer Lieben Frau von Guadalupe
Q305419_0,<entity2>,['Place of worship'],Mexican,Mexikanisch
Q305419_1,<entity1>,['Place of worship'],Basilica of Our Lady of Guadalupe,Basilika Unserer Lieben Frau von Guadalupe
Q305419_2,<entity1>,['Place of worship'],Basilica of Our Lady of Guadalupe,Basilika Unserer Lieben Frau von Guadalupe
Q310549_0,<entity1>,['Musical work'],Mass,Messe
Q310549_1,<entity1>,['Musical work'],Mass,Messe
Q310549_2,<entity1>,['Musical work'],Mass,Messe
Q312491_0,<entity1>,['Person'],John Malalas,Johannes Malalas
Q312491_1,<entity1>,['Person'],John Malalas,Johannes Malalas
Q312491_2,<entity1>,['Person'],John Malalas,Johannes Malalas
Q3133305_0,<entity1>,['Musical work'],String Quartet No. 21,Streichquartett Nr. 21
Q3133305_1,<entity1>,['Musical work'],String Quartet No. 21,Streichquartett Nr. 21
Q3133305_2,<entity1>,['Musical work'],String Quartet No. 21,Streichquartett Nr. 21
Q31416_0,<entity1>,"['Place of worship', 'Landmark']",Antoniev Monastery,Antoniuskloster
Q31416_1,<entity1>,"['Place of worship', 'Landmark']",Antoniev Monastery,Antoniuskloster
Q31416_2,<entity1>,"['Place of worship', 'Landmark']",Antoniev Monastery,Antoniuskloster
Q3206562_0,<entity1>,['Movie'],Slave Girl,Die Sklavin der Piraten
Q3206562_1,<entity1>,['Movie'],Slave Girl,Die Sklavin der Piraten
Q3206562_2,<entity1>,['Movie'],Slave Girl,Die Sklavin der Piraten
Q3224451_0,<entity1>,['Artwork'],The Stationmaster,Der Postmeister
Q3224451_1,<entity1>,['Artwork'],The Stationmaster,Der Postmeister
Q3224451_2,<entity1>,['Artwork'],The Stationmaster,Der Postmeister
Q3233113_0,<entity1>,['Movie'],Warriors of Virtue,Die Krieger des Tao-Universums
Q3233113_1,<entity1>,['Movie'],Warriors of Virtue,Die Krieger des Tao-Universums
Q3233113_2,<entity1>,['Movie'],Warriors of Virtue,Die Krieger des Tao-Universums
Q333280_1,<entity1>,['Musical work'],G,G
Q334199_0,<entity1>,['Place of worship'],Monastery of Saint-Paul-de-Mausole,Kloster Saint-Paul-de-Mausole
Q334199_1,<entity1>,['Place of worship'],Monastery of Saint-Paul-de-Mausole,Kloster Saint-Paul-de-Mausole
Q334199_2,<entity1>,['Place of worship'],Monastery of Saint-Paul-de-Mausole,Kloster Saint-Paul-de-Mausole
Q3369166_0,<entity1>,['Movie'],"Can You Whistle, Johanna","Kannst du pfeifen, Johanna?"
Q3369166_1,<entity1>,['Movie'],"Can You Whistle, Johanna","Kannst du pfeifen, Johanna?"
Q3369166_2,<entity1>,['Movie'],Johanna,Johanna
Q3369166_2,<entity2>,['Movie'],"Can You Whistle, Johanna","Kannst du pfeifen, Johanna?"
Q347374_0,<entity1>,['Person'],Gustaf Adolf,Gustav Adolf
Q347374_0,<entity2>,['Person'],Västerbotten,Västerbotten
Q347374_1,<entity1>,['Person'],Gustaf Adolf,Gustav Adolf
Q347374_1,<entity2>,['Person'],Västerbotten,Västerbotten
Q347374_2,<entity1>,['Person'],Gustaf Adolf,Gustav Adolf
Q347374_2,<entity2>,['Person'],Västerbotten,Västerbotten
Q3485664_0,<entity1>,['Musical work'],Six Pieces for Piano,Sechs Klavierstücke
Q3485664_0,<entity2>,['Musical work'],Op,Op.
Q3485664_0,<entity3>,['Musical work'],118,118
Q3485664_1,<entity1>,['Musical work'],Six Pieces for Piano,Sechs Klavierstücke
Q3485664_1,<entity2>,['Musical work'],Op,Op.
Q3485664_1,<entity3>,['Musical work'],118,118
Q3485664_2,<entity1>,['Musical work'],Six Pieces for Piano,Sechs Klavierstücke
Q3485664_2,<entity2>,['Musical work'],Op,Op.
Q3485664_2,<entity3>,['Musical work'],118,118
Q3620148_0,<entity1>,['Place of worship'],Holy of Holies,Allerheiligstes
Q3620148_1,<entity1>,['Place of worship'],Holy of Holies,Allerheiligstes
Q3620148_2,<entity1>,['Place of worship'],of Holies,des Allerheiligsten
Q372907_1,<entity1>,['Musical work'],Violin Concerto,Violinkonzert
Q372907_2,<entity1>,['Musical work'],Violin Concerto,Violinkonzert
Q372907_2,<entity2>,['Musical work'],Tchaikovsky,Tschaikowski
Q3821338_0,<entity1>,['Movie'],Ballad of the Little Soldier,Ballade vom kleinen Soldaten
Q3821338_1,<entity1>,['Movie'],Ballad of the Little Soldier,Ballade vom kleinen Soldaten
Q3821338_2,<entity1>,['Movie'],Ballad of the Little Soldier,Ballade vom kleinen Soldaten
Q3925518_0,<entity1>,['Artwork'],Siena Cathedral Pulpit,Kanzel des Doms von Siena
Q3925518_1,<entity1>,['Artwork'],Siena Cathedral Pulpit,Kanzel des Doms von Siena
Q3925518_2,<entity1>,['Artwork'],Siena Cathedral Pulpit,Kanzel des Doms von Siena
Q4024504_0,<entity1>,"['Person', 'Fictional entity']",Uncle Henry,Onkel Henry
Q4024504_0,<entity2>,"['Person', 'Fictional entity']",L,L
Q4024504_0,<entity3>,"['Person', 'Fictional entity']",. Frank Baum,. Frank Baum
Q4024504_0,<entity4>,"['Person', 'Fictional entity']",Oz-series,Oz-Reihe
Q4024504_1,<entity1>,"['Person', 'Fictional entity']",Uncle Henry,Onkel Henry
Q4024504_1,<entity2>,"['Person', 'Fictional entity']",L,L
Q4024504_1,<entity3>,"['Person', 'Fictional entity']",. Frank Baum,. Frank Baum
Q4024504_1,<entity4>,"['Person', 'Fictional entity']",Oz-series,Oz-Reihe
Q4024504_2,<entity1>,"['Person', 'Fictional entity']",Uncle Henry,Onkel Henry
Q4024504_2,<entity2>,"['Person', 'Fictional entity']",L,L
Q4024504_2,<entity3>,"['Person', 'Fictional entity']",. Frank Baum,. Frank Baum
Q4024504_2,<entity4>,"['Person', 'Fictional entity']",Oz-series,Oz-Reihe
Q40309_0,<entity1>,"['Artwork', 'Book']",Bible,Bibel
Q40309_0,<entity2>,"['Artwork', 'Book']",Acts of the Apostles,Apostelgeschichte
Q40309_1,<entity1>,"['Artwork', 'Book']",Acts of the Apostles,Apostelgeschichte
Q40309_2,<entity1>,"['Artwork', 'Book']",Acts of the Apostles,Apostelgeschichte
Q403351_0,<entity1>,['Musical work'],String Quartet No. 2,Streichquartett Nr. 2
Q403351_1,<entity1>,['Musical work'],String Quartet No. 2,Streichquartett Nr. 2
Q41359_0,<entity1>,"['Artwork', 'Book']",Kurt Vonnegut,Kurt Vonnegut
Q41359_0,<entity2>,"['Artwork', 'Book']",Cat's Cradle,Katzenwiege
Q41359_1,<entity1>,"['Artwork', 'Book']",Cat's Cradle,Katzenwiege
Q41359_2,<entity1>,"['Artwork', 'Book']",Cat's Cradle,Katzenwiege
Q4150068_0,<entity1>,['Artwork'],The Storm,Das Gewitter
Q4150068_0,<entity2>,['Artwork'],Alexander Ostrovsky,Alexander Ostrowski
Q4150068_1,<entity1>,['Artwork'],The Storm,Das Gewitter
Q4150068_1,<entity2>,['Artwork'],Alexander Ostrovsky,Alexander Ostrowski
Q4150068_2,<entity1>,['Artwork'],The Storm,Das Gewitter
Q4150068_2,<entity2>,['Artwork'],Alexander Ostrovsky,Alexander Ostrowski
Q41663451_0,<entity1>,"['Artwork', 'Book']","The Long Way to a Small, Angry Planet",Der lange Weg zu einem kleinen zornigen Planeten
Q41663451_1,<entity1>,"['Artwork', 'Book']","The Long Way to a Small, Angry Planet",Der lange Weg zu einem kleinen zornigen Planeten
Q41663451_2,<entity1>,"['Artwork', 'Book']","The Long Way to a Small, Angry Planet",Der lange Weg zu einem kleinen zornigen Planeten
Q4198639_0,<entity1>,['Landmark'],Izmaylovo Estate,Landgut Izmaylovo
Q4198639_1,<entity1>,['Landmark'],Izmaylovo Estate,Landgut Izmaylovo
Q4198639_2,<entity1>,['Landmark'],Izmaylovo Estate,Landgut Izmaylovo
Q4198639_2,<entity2>,['Landmark'],Russia,Russland
Q4201575_0,<entity1>,['Landmark'],Marx-Engels-Lenin Institute,Marx-Engels-Lenin-Institut
Q4201575_0,<entity2>,['Landmark'],Marxism,Marxismus
Q4201575_0,<entity3>,['Landmark'],Soviet Union,Sowjetunion
Q4201575_1,<entity1>,['Landmark'],Marx-Engels-Lenin Institute,Marx-Engels-Lenin-Institut
Q4201575_1,<entity2>,['Landmark'],Soviet Union,Sowjetunion
Q4201575_2,<entity1>,['Landmark'],Marx-Engels-Lenin Institute,Marx-Engels-Lenin-Institut
Q42826001_0,<entity1>,['Artwork'],The Silent Death,Der stumme Tod
Q42826001_1,<entity1>,['Artwork'],The Silent Death,Der stumme Tod
Q42826001_2,<entity1>,['Artwork'],Volker Kutscher,Volker Kutscher
Q42826001_2,<entity2>,['Artwork'],The Silent Death,Der stumme Tod
Q4354348_0,<entity1>,"['Fictional entity', 'Person']",Tam Sventon,Ture Sventon
Q4354348_1,<entity1>,"['Fictional entity', 'Person']",Tam Sventon,Ture Sventon
Q4354348_2,<entity1>,"['Fictional entity', 'Person']",Tam Sventon,Ture Sventon
Q437869_0,<entity1>,['Person'],Evagrius Ponticus,Euagrios Pontikos
Q437869_1,<entity1>,['Person'],Evagrius Ponticus,Euagrios Pontikos
Q437869_2,<entity1>,['Person'],Evagrius Ponticus,Euagrios Pontikos
Q43968_0,<entity1>,['Movie'],The Trapp Family,Die Trapp-Familie
Q43968_1,<entity1>,['Movie'],The Trapp Family,Die Trapp-Familie
Q43968_2,<entity1>,['Movie'],The Trapp Family,Die Trapp-Familie
Q4406483_0,<entity1>,['Movie'],The Most Charming and Attractive,Die Allerschönste
Q4406483_0,<entity2>,['Movie'],Gerald Bezhanov,Gerald Beschanow
Q4406483_1,<entity1>,['Movie'],The Most Charming and Attractive,Die Allerschönste
Q4406483_2,<entity1>,['Movie'],The Most Charming and Attractive,Die Allerschönste
Q4504846_0,<entity1>,['Landmark'],Saint Nicholas Church,Nikolaikirche
Q4504846_0,<entity2>,['Landmark'],Lipno Island,Insel Lipno
Q4504846_1,<entity1>,['Landmark'],Saint Nicholas Church,Nikolaikirche
Q4504846_1,<entity2>,['Landmark'],Lipno Island,Insel Lipno
Q4504846_2,<entity1>,['Landmark'],Saint Nicholas Church,Nikolaikirche
Q4504846_2,<entity2>,['Landmark'],Lipno Island,Insel Lipno
Q469199_0,<entity1>,['Person'],Victorinus of Pettau,Victorinus von Poetovio
Q469199_0,<entity2>,['Person'],Christianity,Christentum
Q469199_1,<entity1>,['Person'],Victorinus of Pettau,Victorinus von Poetovio
Q469199_2,<entity1>,['Person'],Victorinus of Pettau,Victorinus von Poetovio
Q476529_0,<entity1>,['Place of worship'],Winchester Cathedral,Kathedrale von Winchester
Q476529_1,<entity1>,['Place of worship'],Winchester Cathedral,Kathedrale von Winchester
Q476529_2,<entity1>,['Place of worship'],Winchester Cathedral,Kathedrale von Winchester
Q476529_2,<entity2>,['Place of worship'],England,England
Q477752_0,<entity1>,['Fictional entity'],Rules of Acquisition,Erwerbsregeln
Q477752_1,<entity1>,['Fictional entity'],Ferengi Rule Book,Regelbuch der Ferengi
Q477752_2,<entity1>,['Fictional entity'],of Acquisition,des Erwerbs
Q477752_2,<entity2>,['Fictional entity'],Rules of Acquisition,Erwerbsregeln
Q4880827_0,<entity1>,"['Artwork', 'Book']",Behind the Beautiful Forevers,Annawadi oder Der Traum von einem anderen Leben
Q4880827_1,<entity1>,"['Artwork', 'Book']",Behind the Beautiful Forevers,Annawadi oder Der Traum von einem anderen Leben
Q4880827_2,<entity1>,"['Artwork', 'Book']",Behind the Beautiful Forevers,Annawadi oder Der Traum von einem anderen Leben
Q4882997_0,<entity1>,['Person'],Belizean Creole,Belize-Kreol
Q4882997_1,<entity1>,['Person'],Belizean Creole,Belize-Kreol
Q4882997_2,<entity1>,['Person'],European,Europäisch
Q4882997_2,<entity2>,['Person'],Belizean Creole,Belize-Kreol
Q502384_0,<entity1>,['Movie'],Gone in 60 Seconds,Nur noch 60 Sekunden
Q502384_1,<entity1>,['Movie'],Gone in 60 Seconds,Nur noch 60 Sekunden
Q502384_2,<entity1>,['Movie'],Gone in 60 Seconds,Nur noch 60 Sekunden
Q513229_0,<entity1>,['Person'],Thimo the Brave,Thimo der Tapfere
Q513229_0,<entity2>,['Person'],Wettin,Wettin
Q51664_0,<entity1>,['Person'],Jesus,Jesus
Q51664_0,<entity2>,['Person'],Islam,Islam
Q51664_1,<entity1>,['Person'],Jesus,Jesus
Q51664_1,<entity2>,['Person'],Islam,Islam
Q52316_0,<entity1>,['Fictional entity'],Rebel Alliance,Rebellenallianz
Q52316_0,<entity2>,['Fictional entity'],Galactic Empire,Galaktisches Imperium
Q52316_1,<entity1>,['Fictional entity'],Rebel Alliance,Rebellenallianz
Q52316_2,<entity1>,['Fictional entity'],Rebel Alliance,Rebellenallianz
Q52347_0,<entity1>,['Fictional entity'],Galactic Empire,Galaktisches Imperium
Q52347_0,<entity2>,['Fictional entity'],Star Wars,Star Wars
Q52347_1,<entity1>,['Fictional entity'],Star Wars,Star Wars
Q52347_1,<entity2>,['Fictional entity'],Galactic Empire,Galaktisches Imperium
Q5422772_0,<entity1>,['Artwork'],Gaza,Gaza
Q5422772_1,<entity1>,['Artwork'],Eyeless in Gaza,Geblendet in Gaza
Q5422772_2,<entity1>,['Artwork'],Gaza,Gaza
Q547209_0,<entity1>,['Movie'],Silk Stockings,Seidenstrümpfe
Q547209_1,<entity1>,['Movie'],Silk Stockings,Seidenstrümpfe
Q547209_2,<entity1>,['Movie'],Silk Stockings,Seidenstrümpfe
Q550346_0,<entity1>,['Landmark'],Cathedral of Saint Demetrius,Demetrius-Kathedrale
Q550346_1,<entity1>,['Landmark'],Cathedral of Saint Demetrius,Demetrius-Kathedrale
Q550346_2,<entity1>,['Landmark'],Cathedral of Saint Demetrius,Demetrius-Kathedrale
Q5531958_0,<entity1>,['Book'],General Instruction of the Roman Missal,Allgemeine Einführung in das Römische Messbuch
Q5531958_1,<entity1>,['Book'],General Instruction of the Roman Missal,Allgemeine Einführung in das Römische Messbuch
Q5531958_1,<entity2>,['Book'],Mass,Messe
Q5531958_2,<entity1>,['Book'],General Instruction of the Roman Missal,Allgemeine Einführung in das Römische Messbuch
Q5531958_2,<entity2>,['Book'],Roman Rite,Römischer Ritus
Q56284270_0,<entity1>,['TV series'],My Lottery Dream Home,Mein Traum vom Luxusleben
Q56284270_1,<entity1>,['TV series'],American,Amerikanisch
Q56284270_1,<entity2>,['TV series'],My Lottery Dream Home,Mein Traum vom Luxusleben
Q56284270_2,<entity1>,['TV series'],My Lottery Dream Home,Mein Traum vom Luxusleben
Q571559_0,<entity1>,['Person'],Rudolph,Rudolf
Q571559_0,<entity2>,['Person'],Lorraine,Lothringen
Q571559_1,<entity1>,['Person'],Rudolph,Rudolf
Q571559_1,<entity2>,['Person'],Lorraine,Lothringen
Q571559_2,<entity1>,['Person'],Rudolph,Rudolf
Q571559_2,<entity2>,['Person'],Lorraine,Lothringen
Q578262_0,<entity1>,['Musical work'],Scythian Suite,Skythische Suite
Q578262_1,<entity1>,['Musical work'],Scythian Suite,Skythische Suite
Q578262_2,<entity1>,['Musical work'],Scythian Suite,Skythische Suite
Q59242746_0,<entity1>,['TV series'],Motown Magic,Motown Magic
Q59242746_0,<entity2>,['TV series'],Australian-American,Australisch-amerikanisch
Q59242746_1,<entity1>,['TV series'],Motown Magic,Motown Magic
Q59242746_2,<entity1>,['TV series'],Motown Magic,Motown Magic
Q59543_0,<entity1>,['Movie'],Son of the Bride,Der Sohn der Braut
Q59543_1,<entity1>,['Movie'],Son of the Bride,Der Sohn der Braut
Q59543_2,<entity1>,['Movie'],Son of the Bride,Der Sohn der Braut
Q597114_0,<entity1>,['Artwork'],Death of the Virgin,Tod Mariä
Q602358_0,<entity1>,['Book'],Brockhaus and Efron Encyclopedic Dictionary,Enzyklopädisches Wörterbuch von Brockhaus und Efron
Q602358_1,<entity1>,['Book'],Brockhaus and Efron Encyclopedic Dictionary,Enzyklopädisches Wörterbuch von Brockhaus und Efron
Q602358_2,<entity1>,['Book'],Brockhaus and Efron Encyclopedic Dictionary,Enzyklopädisches Wörterbuch von Brockhaus und Efron
Q605249_0,<entity1>,"['Artwork', 'Book']",Do Androids Dream of Electric Sheep,Träumen Androiden von elektrischen Schafen?
Q605249_1,<entity1>,"['Artwork', 'Book']",Do Androids Dream of Electric Sheep,Träumen Androiden von elektrischen Schafen?
Q605249_2,<entity1>,"['Artwork', 'Book']",Do Androids,Träumen Androiden
Q6099564_0,<entity1>,['TV series'],Ivor the Engine,Ivor the Engine
Q6099564_1,<entity1>,['TV series'],Ivor the Engine,Ivor the Engine
Q6099564_2,<entity1>,['TV series'],Ivor the Engine,Ivor the Engine
Q623153_0,<entity1>,['Artwork'],Theses on Feuerbach,Thesen über Feuerbach
Q623153_1,<entity1>,['Artwork'],Theses on Feuerbach,Thesen über Feuerbach
Q623153_2,<entity1>,['Artwork'],Theses on Feuerbach,Thesen über Feuerbach
Q62401_0,<entity1>,['Person'],George,Georg
Q62401_0,<entity2>,['Person'],Oldenburg,Oldenburg
Q62401_1,<entity1>,['Person'],George of,Georg von
Q62401_1,<entity2>,['Person'],Oldenburg,Oldenburg
Q62401_2,<entity1>,['Person'],George,Georg
Q62401_2,<entity2>,['Person'],Oldenburg,Oldenburg
Q62483_0,<entity1>,['Person'],William,Wilhelm
Q62483_0,<entity2>,['Person'],Jülich-Cleves-Berg,Jülich-Kleve-Berg
Q62483_1,<entity1>,['Person'],William,Wilhelm
Q62483_1,<entity2>,['Person'],Jülich-Cleves-Berg,Jülich-Kleve-Berg
Q62483_2,<entity1>,['Person'],William,Wilhelm
Q62483_2,<entity2>,['Person'],Jülich-Cleves-Berg,Jülich-Kleve-Berg
Q62483_2,<entity3>,['Person'],Jülich-Cleves-Berg,Jülich-Kleve-Berg
Q6316745_0,<entity1>,"['Person', 'Fictional entity']",Fairy Godmother,Gute Fee
Q6316745_0,<entity2>,"['Person', 'Fictional entity']",Shrek,Shrek
Q6316745_1,<entity1>,"['Person', 'Fictional entity']",Fairy Godmother,Gute Fee
