sentence_id,entity_tag,entity_src,entity_tgt
7bb24dd6,<entity2>,Germany,Deutschland
2f9f7225,<entity1>,Russia,Russland
2f9f7225,<entity2>,Canada,Kanada
1733d72b,<entity1>,Brazil,Brasilien
1733d72b,<entity2>,Indonesia,Indonesien
e28e3473,<entity1>,Andes,Anden
e28e3473,<entity2>,Himalayas,Himalaya
51046eee,<entity1>,Russia,Russland
51046eee,<entity2>,United States,Vereinigten Staaten
5270e80f,<entity1>,Nile,Nil
5270e80f,<entity2>,Amazon,Amazonas
727b5dd5,<entity1>,Niagara Falls,Niagarafälle
727b5dd5,<entity2>,Angel Falls,Angel Falls
be3e2f98,<entity1>,Lake Superior,Lake Superior
be3e2f98,<entity2>,Lake Baikal,Baikalsee
b6312eb6,<entity1>,Delhi,Delhi
b6312eb6,<entity2>,Tokyo,Tokio
cd6cd754,<entity1>,Shanghai,Shanghai
cd6cd754,<entity2>,Tokyo,Tokio
14ad7f5b,<entity1>,Mexico City,Mexiko-Stadt
14ad7f5b,<entity2>,Tokyo,Tokio
12d389d0,<entity1>,Cairo,Kairo
12d389d0,<entity2>,Tokyo,Tokio
04984926,<entity1>,China,China
04984926,<entity2>,India,Indien
95bb37b0,<entity1>,Asia,Asien
95bb37b0,<entity2>,Europe,Europa
ea52fa3b,<entity1>,United States of America,Vereinigten Staaten von Amerika
ea52fa3b,<entity2>,Australia,Australien
a8fb3a30,<entity1>,New York,New York
a8fb3a30,<entity2>,Cairo,Kairo
9b481af4,<entity1>,India,Indien
9b481af4,<entity2>,USA,USA
e2953651,<entity1>,Bangladesh,Bangladesch
e2953651,<entity2>,Brazil,Brasilien
f3d9c3ae,<entity1>,Canada,Kanada
f3d9c3ae,<entity2>,Albania,Albanien
b7252ea3,<entity1>,Bhutan,Bhutan
b7252ea3,<entity2>,Cuba,Kuba
d46627f9,<entity1>,United States,Vereinigten Staaten
d46627f9,<entity2>,Italy,Italien
67f5e797,<entity1>,Canada,Kanada
67f5e797,<entity2>,Mexico,Mexiko
825b2cb3,<entity1>,Caspian Sea,Baikalsee
825b2cb3,<entity2>,Lake Baikal,Kaspische Meer
70c4fe29,<entity1>,Mount Fuji,Fuji
2b7f3d78,<entity1>,Germany,Deutschland
2b7f3d78,<entity2>,Poland,Polen
fefb25b6,<entity1>,Austria,Österreich
fefb25b6,<entity2>,Italy,Italien
558002f6,<entity1>,Spain,Spanien
558002f6,<entity2>,Mexico,Mexiko
490c1461,<entity1>,South Korea,Südkorea
490c1461,<entity2>,France,Frankreich
c769b5a7,<entity1>,Greenland,Grönland
c769b5a7,<entity2>,Iceland,Island
8330f2d3,<entity1>,Rwanda,Ruanda
8330f2d3,<entity2>,Bolivia,Bolivien
c2d286e6,<entity1>,United States,Vereinigten Staaten
c2d286e6,<entity2>,Canada,Kanada
6116d31f,<entity1>,Australia,Australien
6116d31f,<entity2>,New South Wales,New South Wales
6116d31f,<entity3>,Victoria,Victoria
93433cbf,<entity1>,Nile,Nil
93433cbf,<entity2>,Mississippi,Mississippi
16ba9e3a,<entity1>,Nile,Nil
c9893c85,<entity1>,United States,Vereinigten Staaten
c9893c85,<entity2>,Mississippi,Mississippi
c9893c85,<entity3>,Missouri,Missouri
91ae4541,<entity1>,Canada,Kanada
91ae4541,<entity2>,China,China
bfc8c31b,<entity1>,Rome,Rom
bfc8c31b,<entity2>,Paris,Paris
c76c7fe8,<entity1>,Lake Huron,Huronsee
c76c7fe8,<entity2>,Lake Ontario,Ontariosee
8e93e1d5,<entity1>,Yosemite National Park,Yosemite-Nationalpark
8e93e1d5,<entity2>,Wrangell-St. Elias National Park & Preserve,Wrangell-St. Elias National Park & Preserve
142fd0d1,<entity1>,Ecuador,Ecuador
142fd0d1,<entity2>,Colombia,Kolumbien
30d42682,<entity1>,Brazil,Brasilien
30d42682,<entity2>,Colombia,Kolumbien
d27a5028,<entity1>,Brazil,Brasilien
d27a5028,<entity2>,Peru,Peru
a472f9f2,<entity1>,Norway,Norwegen
a472f9f2,<entity2>,Sweden,Schweden
389b422e,<entity1>,Canada,Kanada
389b422e,<entity2>,Mexico,Mexiko
720db644,<entity1>,Brazil,Brasilien
720db644,<entity2>,Canada,Kanada
0e1670e5,<entity1>,Russia,Russland
0e1670e5,<entity2>,Mexico,Mexiko
cdd8ff3a,<entity1>,Canada,Kanada
cdd8ff3a,<entity2>,Mexico,Mexiko
103e914e,<entity1>,Canada,Kanada
103e914e,<entity2>,Mexico,Mexiko
6d79e58a,<entity1>,France,Frankreich
6d79e58a,<entity2>,Spain,Spanien
f46a2a65,<entity1>,Germany,Deutschland
f46a2a65,<entity2>,Italy,İtalien
f6523b5b,<entity1>,Nile River,Nil
f6523b5b,<entity2>,Amazon River,Amazonas
581a07ef,<entity1>,Colombia,Kolumbien
581a07ef,<entity2>,Argentina,Argentinien
04a666ad,<entity1>,Brazil,Brasilien
04a666ad,<entity2>,Mongolia,Mongolei
57e35ae9,<entity1>,Argentina,Argentinien
57e35ae9,<entity2>,Mexico,Mexiko
f46be307,<entity1>,Lake Victoria,Viktoriasee
f46be307,<entity2>,Lake Michigan,Michigansee
e843ecb8,<entity1>,Japan,Japan
e843ecb8,<entity2>,India,Indien
b89f4687,<entity1>,Russia,Russland
b89f4687,<entity2>,Germany,Deutschland
d7fbc9a4,<entity1>,Portugal,Portugal
d7fbc9a4,<entity2>,Brazil,Brasilien
b06c61b0,<entity1>,Mount Rainier,Mount Rainer
b06c61b0,<entity2>,Pike's Peak,Pike's Peak
42f1561e,<entity1>,Brazil,Brasilien
42f1561e,<entity2>,Amazonas,Amazonas
42f1561e,<entity3>,Para,Para
5edaa144,<entity1>,Brazil,Brasilien
5edaa144,<entity2>,Pedra da Mina,Pedra da Mina
5edaa144,<entity3>,Monte Caburai,Monte Caburai
7103db42,<entity1>,Brazil,Brasiliens
24b98f72,<entity1>,Canada,Kanada
24b98f72,<entity2>,U.S.,USA
24b98f72,<entity3>,Mexico,Mexiko
28d6ebbc,<entity1>,Brazil,Brasilien
28d6ebbc,<entity2>,Argentina,Argentina
593277bc,<entity1>,Mexico,Mexiko
9b45b657,<entity1>,U.S.,Pazifischen Ozean
3e6f1cfe,<entity1>,Mississippi River,Mississippi
bf01c6b1,<entity1>,Canada,Kanada
9a565918,<entity1>,United States,Vereinigten Staaten
981958a1,<entity1>,North America,Nordamerika
076a2300,<entity1>,United States,Vereinigten Staaten
f9d04771,<entity1>,Asia,Asien
490aa6c6,<entity1>,Europe,Europa
6058bc09,<entity1>,Africa,Afrika
0bc7a6d2,<entity1>,South Korea,Südkorea
ffff553c,<entity1>,Mississippi River,Mississippi
76e1a640,<entity1>,United States,Vereinigten Staaten
ed13e74f,<entity1>,Mexico,Mexiko
2853566d,<entity1>,Asia,Asiens
790920ec,<entity1>,Asia,Asien
8fa47086,<entity1>,Pacific Ocean,Pazifischen Ozean
16ea436d,<entity1>,Mexico,Mexiko
c70a1c31,<entity1>,Great Lakes,Nordamerika
95bf704c,<entity1>,South Africa,Südafrika
14d27e5e,<entity1>,Mexico,Mexiko
c55e8ecc,<entity1>,Black Sea,Schwarze Meer
144632d9,<entity1>,Russia,Russland
f86ed886,<entity1>,Great Lakes,Vereinigten Staaten
f86ed886,<entity2>,United States,Kanada
212ad4a5,<entity1>,South America,Südamerika
144e3d88,<entity1>,South America,Südamerika
207fbc16,<entity1>,Oceania,Ozeanien
dac637e4,<entity1>,Appalachian Mountains,Appalachen
69fee836,<entity1>,Canada,Kanada
3e1f8787,<entity1>,Western Europe,Westeuropa
f51d0881,<entity1>,Eastern Europe,Osteuropa
8a46fa92,<entity1>,United Kingdom,Vereinigten Königreich
7a3e6497,<entity1>,North America,Nordamerika
15850c39,<entity1>,Asia,Asiens
89531915,<entity1>,India,Indien
76375768,<entity1>,Tanzania,Tansania
414c08d7,<entity1>,Kenya,Kenia
35172f2a,<entity1>,Caucasus,Kaukasusregion
e5ec8134,<entity1>,Netherlands,Niederlanden
32ad641b,<entity1>,Italy,Italien
aeb799cc,<entity1>,Spanish,Frankreich
65e128a4,<entity1>,California,Kalifornien
fa9db9a6,<entity1>,California,Kalifornien
a400ad0a,<entity1>,Asia,Asiens
9c0211c3,<entity1>,Brazil,Brasilien
8eb292a6,<entity1>,Brazil,Brasilien
2f6689f8,<entity1>,Brazil,Brasilien
8e61cbd9,<entity1>,California,Kalifornien
ca9e4074,<entity1>,Africa,Afrika
efde53ca,<entity1>,United States,Staaten
0f9ffccb,<entity1>,United States,USA
acedd983,<entity1>,Africa,Afrika
18052190,<entity1>,U.S.,USA
18052190,<entity2>,Gulf of Mexico,Golf von Mexiko
094b3d88,<entity1>,Canada,Kanada
d1da858e,<entity1>,Africa,Afrika
7e6cc401,<entity1>,Asia,Asien
3ccb395a,<entity1>,North America,Nordamerikas
0b317685,<entity1>,European Union,Europäischen Union
eb745e89,<entity1>,Indonesia,Indonesien
5bbd77db,<entity1>,Asia,Asien
db8b9ed5,<entity1>,United States,USA
db8b9ed5,<entity2>,North America,Nordamerika
f0c5f6f0,<entity1>,Great Lakes,Kanada
a9d98c2e,<entity1>,United States,Vereinigten Staaten
89571c82,<entity1>,Great Lakes,Kanada
f035e15d,<entity1>,Great Lakes,Michigan
0feb53b9,<entity1>,Africa,Afrika
d8dc7c57,<entity1>,U.S.,Vereinigten Staaten
bdf18876,<entity1>,North America,Nordamerika
a56056ff,<entity1>,Great Lakes,Kanada
3bbbdd8b,<entity1>,Canada,Kanada
d4f9aa73,<entity1>,Great Lakes,Michigan
4974321f,<entity1>,Great Lakes,Indiana
bdb0981c,<entity1>,Great Lakes,Wisconsin
78fab67a,<entity1>,Ohio,Ohio
6edbab45,<entity1>,Bermuda Triangle,Bermudadreieck
992193b2,<entity1>,Brazil,Brasilien
77f74f20,<entity1>,Mediterranean,Mittelmeer
54a6a113,<entity1>,Atlantic Ocean,Atlantischen Ozean
fa94fd92,<entity1>,Gulf of Mexico,Golf von Mexiko
21665ac5,<entity1>,Kara Sea,Karasee
1baaea76,<entity1>,U.S.,USA
1baaea76,<entity2>,Canada,Kanada
84c5405b,<entity1>,Russia,Russland
68f6f078,<entity1>,Mississippi River,Mississippi
b0e6f3fb,<entity1>,Earth,Nepal
b0e6f3fb,<entity2>,Nepal,China
6c159cd2,<entity1>,Earth,Asien
bacb59ae,<entity1>,Earth,Afrika
97e80ba4,<entity1>,U.S.,Vereinigten Staaten
4852b1b4,<entity1>,Arabian,Afrika
d0eedea0,<entity1>,North America,Nordamerikas
d0eedea0,<entity2>,United States,Vereinigten Staaten
6dab62f7,<entity1>,Canada,Kanada
6dab62f7,<entity2>,Saskatchewan,Saskatchewan
c316fa98,<entity1>,Alpine,Euro
c316fa98,<entity2>,France,Frankreich
c316fa98,<entity3>,Germany,Deutschland
a84836e1,<entity1>,Europe,Europäischen Union
a84836e1,<entity2>,European Union,Kontinentaleuropa
cac2f2cd,<entity1>,Great Lakes,Kanada
b4cabde3,<entity1>,New England,Neuengland
b4cabde3,<entity2>,Atlantic Ocean,Atlantischen Ozean
14b9185d,<entity1>,Mediterranean Sea,Mittelmeers
14b9185d,<entity2>,Italy,Italien
8b79dc81,<entity1>,U.S.,US
26bf2bae,<entity1>,Philippines,Philippinen
41128178,<entity1>,Philippines,Philippinen
40fc9e28,<entity1>,United States,Vereinigten Staaten
40fc9e28,<entity2>,Alaska,Alaska
ff160a54,<entity1>,India,Indien
3904b977,<entity1>,United States,Vereinigten Staaten
3904b977,<entity2>,Mexico,Mexiko
997c3674,<entity1>,Gulf of Mexico,Golf von Mexico
997c3674,<entity2>,Atlantic,Atlantik
23760f7e,<entity1>,Brazil,Brasilien
af73aa0a,<entity1>,Canada,Kanadas
705fab98,<entity1>,Europe,Europa
705fab98,<entity2>,European Union,Europäischen Union
aab4f22a,<entity1>,U.S.,US
aab4f22a,<entity2>,United States,Vereinigten Staaten
73381369,<entity1>,Himalayas,Himalaya-Gebirge
2973e90e,<entity1>,Himalayas,Himalaya
6ba07c5b,<entity1>,Louisiana,Louisiana
6ba07c5b,<entity2>,United States,Vereinigten Staaten
f20efd8f,<entity1>,Utah,Utah
f20efd8f,<entity2>,United States,Vereinigten Staaten
92517af7,<entity1>,New Mexico,New Mexico
92517af7,<entity2>,U.S.,Vereinigten Staaten
d1d4fe87,<entity1>,California,Kaliforniens
d1d4fe87,<entity2>,Humboldt Bay,Humboldt Bay
d1d4fe87,<entity3>,Hunter Creek,Hunter Creek
1b716aec,<entity1>,Egypt,Ägypten
0eea8b35,<entity1>,Amazon Rainforest,Amazonas-Regenwald
34479900,<entity1>,Niagara Falls,Niagarafälle
1a64dfa3,<entity1>,Spain,Spaniens
1a64dfa3,<entity2>,Spain,Spaniens
fdc3c6d4,<entity1>,U.S.,USA
fdc3c6d4,<entity2>,Gulf of Mexico,Golf von Mexiko
e364adb7,<entity1>,Canada,Kanada
19e56ac9,<entity1>,Africa,Nordafrika
fa1af2f7,<entity1>,United States,Vereinigten Staaten
fa1af2f7,<entity2>,Old Man River,Old Man River
cf30946f,<entity1>,North America,Nordamerikas
3e327c41,<entity1>,Asia,Asiens
7a397ead,<entity1>,United States,Vereinigten Staaten
e0f8c56d,<entity1>,Russia,Russland
e0f8c56d,<entity2>,Europe,Europa
6a275cdf,<entity1>,Nebraska,Nebraska
6a275cdf,<entity2>,United States,Vereinigten Staaten
e489bac1,<entity1>,Kentucky,Kentucky
e489bac1,<entity2>,United States,Vereinigten Staaten
903b74bb,<entity1>,Brazil,Brasilien
903b74bb,<entity2>,South America,Südamerika
b198c29e,<entity1>,North America,Nordamerikas
b198c29e,<entity2>,Mount Mitchell,Mount Mitchell
bfdfde0d,<entity1>,Eiffel Tower,Eiffelturm
a3e8a57a,<entity1>,South America,Südamerikas
a3e8a57a,<entity2>,Machu Picchu,Machu Picchu
4666cea4,<entity1>,Baghdad,Bagdad
4666cea4,<entity2>,Euphrates,Euphrat
bbdaa577,<entity1>,North America,Nordamerika
6cdf80c2,<entity1>,Egypt,Ägypten
d241ec77,<entity1>,Africa,Afrika
bcd7320d,<entity1>,Central America,Mittelamerika
7736625d,<entity1>,US,US
7736625d,<entity2>,Pacific Ocean,Pazifischen Ozean
234a6bb9,<entity1>,Mediterranean Sea,Mittelmeer
234a6bb9,<entity2>,Black Sea,Schwarze Meer
139259a5,<entity1>,Pacific,Pazifik
139259a5,<entity2>,United States,Vereinigten Staaten
2b795cbb,<entity1>,Pyrenees,Pyrenäen
c05bbab4,<entity1>,Europe,Europa
9b586b9c,<entity1>,France,Frankreich
9b586b9c,<entity2>,Italy,Italien
2cac592f,<entity1>,Austria,Österreich
2cac592f,<entity2>,Romania,Rumänien
4cf59fe1,<entity1>,Russia,Russlands
4cf59fe1,<entity2>,Xiongnu,Xiongnu Konföderation
3fd2c7bf,<entity1>,U.S.,Yellowstone-Nationalpark
4206582b,<entity1>,Brazilian,Itanhaem
24ad788b,<entity1>,United States,Vereinigten Staaten
24ad788b,<entity2>,U.S.,US
331a0d66,<entity1>,Philippines,Philippinen
331a0d66,<entity2>,Benguet,Benguet
331a0d66,<entity3>,City of Pines,Stadt der Kiefern
eee652f0,<entity1>,Canada,Kanada
0ce053f9,<entity1>,Colorado,Colorado
0ce053f9,<entity2>,United States,Vereinigten Staaten
e7534034,<entity1>,Alaska,Alaska
e7534034,<entity2>,United States,Vereinigten Staaten
931ced37,<entity1>,United States,Vereinigten Staaten
931ced37,<entity2>,Guadalupe Peak,Guadalupe Peak
780c3185,<entity1>,United States,Vereinigten Staaten
780c3185,<entity2>,Jerimoth Hill,Jerimoth Hill
d4274c11,<entity1>,United States,Vereinigten Staaten
d4274c11,<entity2>,Mount Whitney,Mount Whitney
d850de12,<entity1>,Italy,Italien
cb358143,<entity1>,North America,Nordamerika
161e7bcc,<entity1>,Senegal,Senegal
161e7bcc,<entity2>,Africa,Afrika
a2d8ac91,<entity1>,Baghdad,Bagdad
7f21d41c,<entity1>,Africa,Afrika
031fb164,<entity1>,Europe,Europa
ec1d94cf,<entity1>,South America,Südamerikas
097bdae8,<entity1>,Eiffel Tower,Eiffelturm
b03ffd2f,<entity1>,United States,Vereinigten Staaten
47e37ab8,<entity1>,Europe,Europas
310409f0,<entity1>,The Great Wall of China,Chinesische Mauer
2d19c0c3,<entity1>,Eiffel Tower,Eiffelturm
b1d612f6,<entity1>,Scotland,Schottland
aae0225d,<entity1>,Rhine,Rhein
926d6a87,<entity1>,Europe,Europa
126d380f,<entity1>,South America,Südamerika
05bf6c78,<entity1>,of Pisa,Pisa
3e7e2b48,<entity1>,Mount Kilimanjaro,Kilimandscharo
51cadbae,<entity1>,Europe,Europa
07527acb,<entity1>,Colosseum,Kolosseum
8324d43a,<entity1>,White House,Weiße Haus
ce3978f5,<entity1>,Yosemite National Park,Yosemite
70974d8e,<entity1>,Colosseum,Kolosseum
9996557c,<entity1>,United States,Vereinigten Staaten
33e5fe56,<entity1>,Second City,Second City
33e5fe56,<entity2>,Windy City,Windy City
084d85a2,<entity1>,Asia,Asien
7d6cebf2,<entity1>,United States,Vereinigten Staaten
66ed4de7,<entity1>,Canada,Kanadas
f84744b2,<entity1>,Spain,Spaniens
3c469148,<entity1>,United States,Vereinigten Staaten
0d64b1d0,<entity1>,Mexico,Mexiko
589a4017,<entity1>,Cape Krusenstern,Kap Krusenstern
f448e4bd,<entity1>,Greece,Griechenland
d9d33fe0,<entity1>,United States,Vereinigten Staaten
116efff1,<entity1>,Mount Vesuvius,Vesuv
6069bc49,<entity1>,Yellowstone National Park,Yellowstone-Nationalparks
cbe513b9,<entity1>,Russia,Russland
53f6d7df,<entity1>,Yosemite National Park,Yosemite
1c6e5edf,<entity1>,South America,Südamerikas
8efc069f,<entity1>,North America,Nordamerika
a199dddc,<entity1>,Australia,Australien
72c5d3c0,<entity1>,Australia,Australiens
abbd23ef,<entity1>,North America,Nordamerikas
b1abbde7,<entity1>,North America,Nordamerika
7400bc0a,<entity1>,North America,Nordamerika
6c58203c,<entity1>,North America,Nordamerika
366b0d8a,<entity1>,North America,Nordamerika
0fbb68de,<entity1>,South America,Südamerika
48eaaf25,<entity1>,Africa,Afrika
c0911157,<entity1>,Europe,Europa
7d284bf9,<entity1>,Mexico,Mexiko
c8ca668f,<entity1>,Russia,Russland
59b2b85f,<entity1>,Europe,Europa
c456e54b,<entity1>,Asia,Asien
a458fa12,<entity1>,North America,Nordamerikas
c04220c9,<entity1>,North America,Nordamerikas
844c1e12,<entity1>,Africa,Afrika
a00b9527,<entity1>,United States,Vereinigten Staaten
18ec8b33,<entity1>,North America,Nordamerika
3c69e08f,<entity1>,Europe,Europa
3fc4b90b,<entity1>,Africa,Afrika
9ba443d5,<entity1>,Brazil,Brasilien
ffcfb723,<entity1>,Popocatépetl,Popocatepetl
ffdf8f3c,<entity1>,Asia,Asien
fb628796,<entity1>,Europe,Europa
51bd172e,<entity1>,South America,Südamerika
4aa8b85f,<entity1>,Africa,Afrika
a3d35fe2,<entity1>,Africa,Afrika
bcd39154,<entity1>,America,Amerika
8e6811f5,<entity1>,Africa,Afrika
401ed50e,<entity1>,Iceland,Island
6ffa417e,<entity1>,North America,Nordamerika
67aa5f8a,<entity1>,Asia,Asien
127a4c7b,<entity1>,Asia,Asien
6ce5376e,<entity1>,Africa,Afrika
94bf50b2,<entity1>,Africa,Afrika
2177541e,<entity1>,Africa,Afrika
d9bc9331,<entity1>,South America,Südamerika
01595b07,<entity1>,California,Kalifornien
8c416ba4,<entity1>,California,Kalifornien
9995c309,<entity1>,California,Kaliforniens
457e360f,<entity1>,Denmark,Dänemark
ccd9cdff,<entity1>,Mexico,Mexiko
7bee8924,<entity1>,Brazil,Brasiliens
3512c90d,<entity1>,India,Indiens
0df40c53,<entity1>,Australia,Australiens
cb71611a,<entity1>,Canada,Kanadas
38a8550a,<entity1>,Germany,Deutschlands
0964c4e6,<entity1>,Australia,Australiens
54333d69,<entity1>,Scotland,Schottlands
37fe79cc,<entity1>,Asian,Asiens
3add2741,<entity1>,Oceania,Ozeaniens
7cd29dc9,<entity1>,Africa,Afrika
0db28c46,<entity1>,North America,Nordamerika
5a449509,<entity1>,Russia,Russland
59a17c1d,<entity1>,North America,Nordamerika
f7f8ea0b,<entity1>,Africa,Afrika
83a595fc,<entity1>,Canada,Kanada
eb370592,<entity1>,Canada,Kanada
ecc80a6a,<entity1>,Ireland,Irland
1420b12f,<entity1>,Great Lakes,USA
2738f9b7,<entity1>,Africa,Afrikas
75201057,<entity1>,Asia,Asiens
aed9d850,<entity1>,Africa,Afrikas
48eaef39,<entity1>,Africa,Afrika
3052ff96,<entity1>,Africa,Afrikas
f4f39e5f,<entity1>,California,Kaliforniens
09ec6f90,<entity1>,Canada,Kanadas
d175d8ca,<entity1>,Egypt,Ägyptens
37742863,<entity1>,Asia,Asiens
781f9c07,<entity1>,Africa,Afrikas
f2314125,<entity1>,Europe,Europas
ca0e1b6e,<entity1>,Asia,Asien
358b0a1a,<entity1>,Italy,Italien
358b0a1a,<entity2>,Greece,Griechenland
e3a4d2cd,<entity1>,Eiffel Tower,Eiffelturm
e3a4d2cd,<entity2>,Italy,Italien
217a526d,<entity1>,"Washington, D.C.",Washington D.C.
217a526d,<entity2>,United States,USA
d70baaf2,<entity1>,"Washington, D.C.",Washington D.C.
d70baaf2,<entity2>,Washington,Washington
1cc9786a,<entity1>,Sacramento,Sacramento
1cc9786a,<entity2>,California,Kalifornien
3927a2ed,<entity1>,Saudi Arabia,Saudi-Arabien
29099f6c,<entity1>,Copenhagen,Kopenhagen
29099f6c,<entity2>,Denmark,Dänemark
3039db1d,<entity1>,Brazil,Brasilien
3039db1d,<entity2>,Antarctica,Antarktis
19d4cd08,<entity1>,Mount Vesuvius,Vesuv
19d4cd08,<entity2>,Italy,Italien
74d3cd1b,<entity1>,Iceland,Island
a1831e05,<entity1>,South America,Südamerika
48a1cee8,<entity1>,Rome,Rom
48a1cee8,<entity2>,Italy,Italiens
529a08c0,<entity1>,Yellow River,Asiens
d6c781ff,<entity1>,Damascus,Damaskus
d6c781ff,<entity2>,Syria,Syrien
d6c781ff,<entity3>,Asia,Asiens
9c790e3c,<entity1>,Toronto,Toronto
9c790e3c,<entity2>,Canada,Kanadas
4db6b80a,<entity1>,Buenos Aires,Buenos Aires
4db6b80a,<entity2>,Argentina,Argentinien
89da8a23,<entity1>,Sacramento,Sacramento
89da8a23,<entity2>,California,Kalifornien
e090eadd,<entity1>,China,China
8c663edf,<entity1>,Philippines,Philippinen
19f43d2b,<entity1>,Damascus,Damaskus
5af60224,<entity1>,Germany,Deutschland
16c4703e,<entity1>,Eiffel Tower,Eiffelturm
16c4703e,<entity2>,Spain,Spanien
83256e1e,<entity1>,Beijing,Peking
83256e1e,<entity2>,United States,USA
85f98536,<entity1>,Mississippi River,Mississippi
85f98536,<entity2>,United States,USA
df709bc9,<entity1>,Missouri River,Missouri
df709bc9,<entity2>,United States,USA
cf6c17ef,<entity1>,Athens,Athen
cf6c17ef,<entity2>,Greece,Griechenlands
2b619bb6,<entity1>,Tokyo,Tokio
2b619bb6,<entity2>,China,China
74935570,<entity1>,Toronto,Toronto
74935570,<entity2>,Canada,Kanadas
a504cf35,<entity1>,Lake Superior,Lake Superior
a504cf35,<entity2>,Lakes,Nordamerikas
30754669,<entity1>,Melbourne,Melbourne
30754669,<entity2>,Australia,Australiens
ffea9820,<entity1>,Tokyo,Tokio
ffea9820,<entity2>,Japan,Japans
fe1ddf66,<entity1>,Naples,Neapel
fe1ddf66,<entity2>,Italy,Italien
145dee0f,<entity1>,Moscow,Moskau
145dee0f,<entity2>,Russia,Russland
0643bc81,<entity1>,Russia,Russland
37903305,<entity1>,Russia,Russland
4959a627,<entity1>,Yellowstone National Park,Yellowstone
4959a627,<entity2>,California,Kalifornien
59366b9c,<entity1>,Danube River,Donau
59366b9c,<entity2>,Europe,Europas
597a8955,<entity1>,Mont Blanc,Mont Blanc
597a8955,<entity2>,France,Frankreichs
763b9458,<entity1>,India,Indien
d25f8a1f,<entity1>,Australia,Australien
fcf2bb15,<entity1>,Stockholm,Stockholm
fcf2bb15,<entity2>,Denmark,Dänemark
b3852b57,<entity1>,Africa,Afrika
3c32240b,<entity1>,Canada,Kanada
4d8921dc,<entity1>,Argentina,Argentinien
30719db8,<entity1>,Guadalajara,Guadalajara
30719db8,<entity2>,Mexico,Mexiko
28f0db9b,<entity1>,Mexico,Mexiko
d829c14e,<entity1>,Lisbon,Lissabon
d829c14e,<entity2>,Atlantic,Portugal
233f1635,<entity1>,Great Lakes,Kanada
233f1635,<entity2>,Canada,USA
a88d72fd,<entity1>,Italy,Italien
a88d72fd,<entity2>,France,Frankreich
b6218360,<entity1>,Egypt,Ägypten
b6218360,<entity2>,Asia,Asien
7003789a,<entity1>,Ronald Reagan,Ronald Reagan
7003789a,<entity2>,California,Kalifornien
299a4c54,<entity1>,Democratic Party,Demokratische Partei
2dea0973,<entity1>,Republican Party,Republikanische Partei
311543cc,<entity1>,California,Kalifornien
311543cc,<entity2>,Texas,Texas
e5cbd04e,<entity1>,Texas,Texas
e5cbd04e,<entity2>,California,Kalifornien
96b3239c,<entity1>,California,Kalifornien
96b3239c,<entity2>,Texas,Texas
3dc0d585,<entity1>,Alaska,Alaska
3dc0d585,<entity2>,California,Kalifornien
67359195,<entity1>,UK,Vereinigten Königreichs
67359195,<entity2>,Margaret Thatcher,Margaret Thatcher
67359195,<entity3>,John Major,John Major
42dbe526,<entity1>,California,Kalifornien
42dbe526,<entity2>,Oregon,Oregon
167f3b99,<entity1>,United Kingdom,Vereinigte Königreich
167f3b99,<entity2>,India,Indien
98cecb98,<entity1>,de Gaulle,de Gaulle
750c7621,<entity1>,Stalin,Stalin
750c7621,<entity2>,Korean War,Koreakriegs
9b827c89,<entity1>,United States of America,Vereinigten Staaten von Amerika
a25d7cc3,<entity1>,US,Vereinigten Staaten
a25d7cc3,<entity2>,Senate,Vereinigten Staaten
8329c90a,<entity1>,US,Texas
8329c90a,<entity2>,Texas,Kalifornien
c8e9b445,<entity1>,California,Kalifornien
c8e9b445,<entity2>,Texas,Texas
08371014,<entity1>,California,Kalifornien
08371014,<entity2>,Utah,Utah
da29ede7,<entity1>,California,Kalifornien
da29ede7,<entity2>,Alabama,Alabama
be2bc75e,<entity1>,California,Kalifornien
be2bc75e,<entity2>,Kansas,Kansas
8234bd17,<entity1>,California,Kalifornien
8234bd17,<entity2>,Wyoming,Wyoming
084c31d3,<entity1>,California,Kalifornien
e10f5ad2,<entity1>,John Edwards,John Edwards
c8c47b26,<entity1>,California,Kalifornien
b4f05f4b,<entity1>,Africa,Afrikas
1719342b,<entity1>,World War II,Zweiten Weltkrieg
3e22b502,<entity1>,Vietnam,Vietnamkrieg
7b8810e8,<entity1>,California,Kalifornien
c0f734a7,<entity1>,New Hampshire,New Hempshire
d9dd772b,<entity1>,California,Kalifornien
3400aff3,<entity1>,Louisiana,Lousiana
28e9b361,<entity1>,New England,Neuenglandstaat
28e9b361,<entity2>,Al Gore,Al Gore
69edd8bd,<entity1>,American,Russland
e9ca81ed,<entity1>,United States,Vereinigten Staaten
89f5694b,<entity1>,California,Kalifornien
d3e7e19b,<entity1>,Washington,Washington
1be62165,<entity1>,California,Kalifornien
854c2de7,<entity1>,US,Pazifischen Ozean
854c2de7,<entity2>,Pacific Ocean,Vereinigten Staaten
f560ba14,<entity1>,California,Kalifornien
d1e926d9,<entity1>,California,Kalifornien
e0e86700,<entity1>,California,Kalifornien
69104f9d,<entity1>,US,Weißen Haus
0a61f88c,<entity1>,Harvard University,Harvard Universität
294fe4ad,<entity1>,Arkansas,Arkansas
f1e17a1d,<entity1>,Illinois,Illinois
b5e90c82,<entity1>,America,Vereinigten Staaten
ea410fb1,<entity1>,California,Kalifornien
